Stadt;Bundesland;aRC_Time1;eRC_Time1;reRCt1;source1;aRC_Time2;eRC_Time2;reRCt2;source2;aRC_Time3;eRC_Time3;reRCt3;source3;;;
Göttingen;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Hannover;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Juist;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Laatzen;Niedersachen;NA;NA;NA;NA;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Langenhagen;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Langeoog;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Leer (Ostfriesland);Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;NA;NA;NA;NA;NA;NA;NA;NA;;;
Lüneburg;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Norderney;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Oldenburg;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Osnabrück;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Spiekeroog;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Vechta;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;NA;NA;NA;NA;NA;NA;NA;NA;;;
Wangerooge;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Wolfsburg;Niedersachen;01.12.2016;12.08.2020;gekippt;Nds. GVBI. S. 252 und AG Hannover Az.: 514 C 7045/19;01.01.2021;31.12.2025;inkraft;GVBI. Nr. 49/2020;NA;NA;NA;NA;;;
Aachen;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Alfter;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Bad Honnef;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Bergisch Gladbach;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Bielefeld;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Bocholt;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Bonn;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Bornheim;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Brühl;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Düsseldorf;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Erkrath;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Frechen;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Hennef (Sieg);Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Hürth;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Kleve;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Köln;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Königswinter;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Langenfeld (Rheinland);Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Leichlingen;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Leverkusen;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Meerbusch;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Monheim am Rhein;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Münster;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Neuss;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Niederkassel;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Paderborn;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Pulheim;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Ratingen;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Rösrath;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Siegburg;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
St. Augustin;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Telgte;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Troisdorf;Nordrhein-Westfalen;01.07.2015;15.02.2019;gekippt;GV.NRW. 2015, S.489;NA;NA;NA;NA;NA;NA;NA;NA;;;
Wachtberg;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Wesseling;Nordrhein-Westfalen;NA;NA;NA;NA;01.07.2020;30.06.2025;inkraft;GV.NRW, S.455;NA;NA;NA;NA;;;
Landau in der Pfalz;Rheinland-Pfalz;08.10.2015;07.10.2020;ausgelaufen;RP GVBl. 2015, S. 264;08.10.2020;07.10.2025;inkraft;GVBl. 2020, 357;NA;NA;NA;NA;;;
Ludwigshafen am Rhein;Rheinland-Pfalz;08.10.2015;07.10.2020;ausgelaufen;RP GVBl. 2015, S. 264;08.10.2020;07.10.2025;inkraft;GVBl. 2020, 357;NA;NA;NA;NA;;;
Mainz;Rheinland-Pfalz;08.10.2015;07.10.2020;ausgelaufen;RP GVBl. 2015, S. 264;08.10.2020;07.10.2025;inkraft;GVBl. 2020, 357;NA;NA;NA;NA;;;
Speyer;Rheinland-Pfalz;08.10.2015;07.10.2020;ausgelaufen;RP GVBl. 2015, S. 264;08.10.2020;07.10.2025;inkraft;GVBl. 2020, 357;NA;NA;NA;NA;;;
Trier;Rheinland-Pfalz;08.10.2015;07.10.2020;ausgelaufen;RP GVBl. 2015, S. 264;08.10.2020;07.10.2025;inkraft;GVBl. 2020, 357;NA;NA;NA;NA;;;
Erfurt;Thüringen;31.03.2016;31.01.2021;ausgelaufen;GVBl. 2016, S. 166;01.02.2021;31.12.2025;inkraft;ThürMietBegrVO 7/2GV2021/3;NA;NA;NA;NA;;;
Jena;Thüringen;31.03.2016;31.01.2021;ausgelaufen;GVBl. 2016, S. 166;01.02.2021;31.12.2025;inkraft;ThürMietBegrVO 7/2GV2021/3;NA;NA;NA;NA;;;
